file,quarter,keyword,present,last4_any,last4_count,last8_any,last8_count,last10_any,last10_count,weight4,weight8,weight10,firstpos,density,eps_surprise_pct_target,sin_season,cos_season,open_source_trend,europe_trend,competition_trend,azure_trend,hiring_trend,aws_trend,repurchase_trend,iceberg_trend,partnership_trend,retention_trend
1Q21-transcript-SNOW.pdf,1Q21,open source,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,-0.5,0.0,1.0,0.0,,,,,,,,,
1Q21-transcript-SNOW.pdf,1Q21,europe,1,0,0,0,0,0,0,0.0,0.0,0.0,0.37660377358490565,0.1339764201500536,-0.5,0.0,1.0,,1.0,,,,,,,,
1Q21-transcript-SNOW.pdf,1Q21,competition,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,-0.5,0.0,1.0,,,6.0,,,,,,,
1Q21-transcript-SNOW.pdf,1Q21,azure,1,0,0,0,0,0,0,0.0,0.0,0.0,0.5513379073756433,0.1339764201500536,-0.5,0.0,1.0,,,,16.0,,,,,,
1Q21-transcript-SNOW.pdf,1Q21,hiring,1,0,0,0,0,0,0,0.0,0.0,0.0,0.20850771869639795,0.1339764201500536,-0.5,0.0,1.0,,,,,0.0,,,,,
1Q21-transcript-SNOW.pdf,1Q21,aws,1,0,0,0,0,0,0,0.0,0.0,0.0,0.5508404802744425,0.2679528403001072,-0.5,0.0,1.0,,,,,,15.0,,,,
1Q21-transcript-SNOW.pdf,1Q21,repurchase,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,-0.5,0.0,1.0,,,,,,,0.0,,,
1Q21-transcript-SNOW.pdf,1Q21,iceberg,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,-0.5,0.0,1.0,,,,,,,,0.0,,
1Q21-transcript-SNOW.pdf,1Q21,partnership,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,-0.5,0.0,1.0,,,,,,,,,0.0,
1Q21-transcript-SNOW.pdf,1Q21,retention,1,0,0,0,0,0,0,0.0,0.0,0.0,0.07142367066895369,0.5359056806002144,-0.5,0.0,1.0,,,,,,,,,,4.0
2Q21-transcript-SNOW.pdf,2Q21,open source,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.73,1.0,6.123233995736766e-17,3.0,,,,,,,,,
2Q21-transcript-SNOW.pdf,2Q21,europe,1,1,1,1,1,1,1,0.3947887879984209,0.27781263247138616,0.22405804992033426,0.16436554898093358,0.11844131232974062,0.73,1.0,6.123233995736766e-17,,0.0,,,,,,,,
2Q21-transcript-SNOW.pdf,2Q21,competition,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.73,1.0,6.123233995736766e-17,,,0.0,,,,,,,
2Q21-transcript-SNOW.pdf,2Q21,azure,1,1,1,1,1,1,1,0.3947887879984209,0.27781263247138616,0.22405804992033426,0.09750894879100007,0.23688262465948123,0.73,1.0,6.123233995736766e-17,,,,16.0,,,,,,
2Q21-transcript-SNOW.pdf,2Q21,hiring,1,1,1,1,1,1,1,0.3947887879984209,0.27781263247138616,0.22405804992033426,0.418891080429542,0.11844131232974062,0.73,1.0,6.123233995736766e-17,,,,,0.0,,,,,
2Q21-transcript-SNOW.pdf,2Q21,aws,1,1,2,1,2,1,2,0.7895775759968418,0.5556252649427723,0.4481160998406685,0.08856746292643729,0.23688262465948123,0.73,1.0,6.123233995736766e-17,,,,,,14.0,,,,
2Q21-transcript-SNOW.pdf,2Q21,repurchase,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.73,1.0,6.123233995736766e-17,,,,,,,0.0,,,
2Q21-transcript-SNOW.pdf,2Q21,iceberg,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.73,1.0,6.123233995736766e-17,,,,,,,,0.0,,
2Q21-transcript-SNOW.pdf,2Q21,partnership,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.73,1.0,6.123233995736766e-17,,,,,,,,,0.0,
2Q21-transcript-SNOW.pdf,2Q21,retention,1,1,4,1,4,1,4,1.5791551519936835,1.1112505298855446,0.896232199681337,0.06728029804952881,0.5922065616487031,0.73,1.0,6.123233995736766e-17,,,,,,,,,,0.0
3Q21-transcript-SNOW.pdf,3Q21,open source,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.66,1.2246467991473532e-16,-1.0,5.0,,,,,,,,,
3Q21-transcript-SNOW.pdf,3Q21,europe,1,1,2,1,2,1,2,0.6711409395973155,0.4861721068249258,0.40330448985660167,0.3116873619703684,0.11946004061641381,1.66,1.2246467991473532e-16,-1.0,,0.0,,,,,,,,
3Q21-transcript-SNOW.pdf,3Q21,competition,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.66,1.2246467991473532e-16,-1.0,,,0.0,,,,,,,
3Q21-transcript-SNOW.pdf,3Q21,azure,0,1,3,1,3,1,3,1.0659297275957362,0.7639847392963119,0.6273625397769359,1.0,0.0,1.66,1.2246467991473532e-16,-1.0,,,,15.0,,,,,,
3Q21-transcript-SNOW.pdf,3Q21,hiring,1,1,2,1,2,1,2,0.6711409395973155,0.4861721068249258,0.40330448985660167,0.21768826876106065,0.3583801218492414,1.66,1.2246467991473532e-16,-1.0,,,,,0.0,,,,,
3Q21-transcript-SNOW.pdf,3Q21,aws,1,1,4,1,4,1,4,1.342281879194631,0.9723442136498516,0.8066089797132033,0.594591432290524,0.11946004061641381,1.66,1.2246467991473532e-16,-1.0,,,,,,16.0,,,,
3Q21-transcript-SNOW.pdf,3Q21,repurchase,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.66,1.2246467991473532e-16,-1.0,,,,,,,0.0,,,
3Q21-transcript-SNOW.pdf,3Q21,iceberg,1,0,0,0,0,0,0,0.0,0.0,0.0,0.2561976218682813,0.11946004061641381,1.66,1.2246467991473532e-16,-1.0,,,,,,,,0.0,,
3Q21-transcript-SNOW.pdf,3Q21,partnership,1,0,0,0,0,0,0,0.0,0.0,0.0,0.12466909452561684,0.11946004061641381,1.66,1.2246467991473532e-16,-1.0,,,,,,,,,0.0,
3Q21-transcript-SNOW.pdf,3Q21,retention,1,1,9,1,9,1,9,3.0793525463876827,2.2225010597710892,1.8372760093467408,0.06445526743012593,0.597300203082069,1.66,1.2246467991473532e-16,-1.0,,,,,,,,,,0.0
4Q21-transcript-SNOW.pdf,4Q21,open source,1,0,0,0,0,0,0,0.0,0.0,0.0,0.11902783840488897,0.11770244821092278,3.0,-1.0,-1.8369701987210297e-16,6.0,,,,,,,,,
4Q21-transcript-SNOW.pdf,4Q21,europe,1,1,3,1,3,1,3,0.8645874457165417,0.6424417125900805,0.5467016418056156,0.9220468338566822,0.23540489642184556,3.0,-1.0,-1.8369701987210297e-16,,1.0,,,,,,,,
4Q21-transcript-SNOW.pdf,4Q21,competition,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0,-1.0,-1.8369701987210297e-16,,,5.0,,,,,,,
4Q21-transcript-SNOW.pdf,4Q21,azure,1,1,3,1,3,1,3,0.7461508093170154,0.572988554472234,0.5018900318215488,0.08827463846684597,0.23540489642184556,3.0,-1.0,-1.8369701987210297e-16,,,,25.0,,,,,,
4Q21-transcript-SNOW.pdf,4Q21,hiring,1,1,5,1,5,1,5,1.6541650217133834,1.1980669775328527,0.9948177416462841,0.16487601560189813,0.11770244821092278,3.0,-1.0,-1.8369701987210297e-16,,,,,0.0,,,,,
4Q21-transcript-SNOW.pdf,4Q21,aws,1,1,5,1,5,1,5,1.3343861034346625,1.0070707927087748,0.869345233690897,0.08641592858048074,0.3531073446327684,3.0,-1.0,-1.8369701987210297e-16,,,,,,28.0,,,,
4Q21-transcript-SNOW.pdf,4Q21,repurchase,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0,-1.0,-1.8369701987210297e-16,,,,,,,0.0,,,
4Q21-transcript-SNOW.pdf,4Q21,iceberg,0,1,1,1,1,1,1,0.3947887879984209,0.27781263247138616,0.22405804992033426,1.0,0.0,3.0,-1.0,-1.8369701987210297e-16,,,,,,,,0.0,,
4Q21-transcript-SNOW.pdf,4Q21,partnership,1,1,1,1,1,1,1,0.3947887879984209,0.27781263247138616,0.22405804992033426,0.7672247490037597,0.11770244821092278,3.0,-1.0,-1.8369701987210297e-16,,,,,,,,,0.0,
4Q21-transcript-SNOW.pdf,4Q21,retention,1,1,14,1,14,1,14,4.129490722463482,3.0559389571852478,2.590111057079064,0.06513933283579988,0.9416195856873822,3.0,-1.0,-1.8369701987210297e-16,,,,,,,,,,100.0
1Q22-transcript-SNOW.pdf,1Q22,open source,0,1,1,1,1,1,1,0.3947887879984209,0.27781263247138616,0.22405804992033426,1.0,0.0,2.0,-2.4492935982947064e-16,1.0,6.0,,,,,,,,,
1Q22-transcript-SNOW.pdf,1Q22,europe,1,1,5,1,5,1,5,1.3947887879984209,1.0374565493853327,0.885477413285161,0.7306518797590937,0.22366360993066428,2.0,-2.4492935982947064e-16,1.0,,1.0,,,,,,,,
1Q22-transcript-SNOW.pdf,1Q22,competition,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,-2.4492935982947064e-16,1.0,,,0.0,,,,,,,
1Q22-transcript-SNOW.pdf,1Q22,azure,0,1,5,1,5,1,5,1.3118831425187525,0.9853666807969478,0.8496281252979077,1.0,0.0,2.0,-2.4492935982947064e-16,1.0,,,,27.0,,,,,,
1Q22-transcript-SNOW.pdf,1Q22,hiring,1,1,6,1,6,1,6,1.5527043031977892,1.1763628656210259,1.0199122432373615,0.19322915284816003,0.44732721986132856,2.0,-2.4492935982947064e-16,1.0,,,,,0.0,,,,,
1Q22-transcript-SNOW.pdf,1Q22,aws,0,1,8,1,8,1,8,2.1184366363995264,1.5887409919457396,1.3676503367137205,1.0,0.0,2.0,-2.4492935982947064e-16,1.0,,,,,,34.0,,,,
1Q22-transcript-SNOW.pdf,1Q22,repurchase,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,-2.4492935982947064e-16,1.0,,,,,,,0.0,,,
1Q22-transcript-SNOW.pdf,1Q22,iceberg,0,1,1,1,1,1,1,0.2763521515988946,0.20835947435353963,0.1792464399362674,1.0,0.0,2.0,-2.4492935982947064e-16,1.0,,,,,,,,4.0,,
1Q22-transcript-SNOW.pdf,1Q22,partnership,1,1,2,1,2,1,2,0.6711409395973155,0.4861721068249258,0.40330448985660167,0.11545196465999841,0.22366360993066428,2.0,-2.4492935982947064e-16,1.0,,,,,,,,,1.0,
1Q22-transcript-SNOW.pdf,1Q22,retention,1,1,22,1,22,1,22,6.048953809711804,4.514455277660025,3.8645532450259257,0.14858984903557879,0.33549541489599644,2.0,-2.4492935982947064e-16,1.0,,,,,,,,,,7.0
2Q22-transcript-SNOW.pdf,2Q22,open source,0,1,1,1,1,1,1,0.2763521515988946,0.20835947435353963,0.1792464399362674,1.0,0.0,1.5,1.0,3.061616997868383e-16,9.0,,,,,,,,,
2Q22-transcript-SNOW.pdf,2Q22,europe,1,1,6,1,7,1,7,1.6711409395973154,1.333717676981772,1.1564980304687975,0.43858803294068593,0.5518763796909493,1.5,1.0,3.061616997868383e-16,,1.0,,,,,,,,
2Q22-transcript-SNOW.pdf,2Q22,competition,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.5,1.0,3.061616997868383e-16,,,0.0,,,,,,,
2Q22-transcript-SNOW.pdf,2Q22,azure,1,1,4,1,5,1,5,0.8235294117647058,0.7390250105977109,0.6797025002383261,0.2633821536537058,0.11037527593818984,1.5,1.0,3.061616997868383e-16,,,,28.0,,,,,,
2Q22-transcript-SNOW.pdf,2Q22,hiring,1,1,9,1,10,1,10,2.571259376233715,1.9935226791013139,1.7121619942712263,0.17880225164182217,0.44150110375275936,1.5,1.0,3.061616997868383e-16,,,,,0.0,,,,,
2Q22-transcript-SNOW.pdf,2Q22,aws,1,1,6,1,8,1,8,1.2933280694828266,1.1915557439593047,1.0941202693709764,0.263108516626707,0.11037527593818984,1.5,1.0,3.061616997868383e-16,,,,,,32.0,,,,
2Q22-transcript-SNOW.pdf,2Q22,repurchase,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.5,1.0,3.061616997868383e-16,,,,,,,0.0,,,
2Q22-transcript-SNOW.pdf,2Q22,iceberg,1,1,1,1,1,1,1,0.1934465061192262,0.15626960576515472,0.14339715194901395,0.10717450224121755,0.44150110375275936,1.5,1.0,3.061616997868383e-16,,,,,,,,4.0,,
2Q22-transcript-SNOW.pdf,2Q22,partnership,0,1,4,1,4,1,4,1.2593762337149625,0.9202543450614666,0.7707596917259498,1.0,0.0,1.5,1.0,3.061616997868383e-16,,,,,,,,,1.0,
2Q22-transcript-SNOW.pdf,2Q22,retention,1,1,21,1,25,1,25,5.039478878799843,4.219279355659177,3.7638167457817433,0.05811529240070885,0.22075055187637968,1.5,1.0,3.061616997868383e-16,,,,,,,,,,4.0
3Q22-transcript-SNOW.pdf,3Q22,open source,0,1,1,1,1,1,1,0.1934465061192262,0.15626960576515472,0.14339715194901395,1.0,0.0,2.667,3.6739403974420594e-16,-1.0,7.0,,,,,,,,,
3Q22-transcript-SNOW.pdf,3Q22,europe,0,1,10,1,12,1,12,3.0489538097118043,2.3893514200932597,2.0454886739767093,1.0,0.0,2.667,3.6739403974420594e-16,-1.0,,2.0,,,,,,,,
3Q22-transcript-SNOW.pdf,3Q22,competition,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.667,3.6739403974420594e-16,-1.0,,,4.0,,,,,,,
3Q22-transcript-SNOW.pdf,3Q22,azure,0,1,3,1,6,1,6,0.7816818002368733,0.8320813904196693,0.7678200501109952,1.0,0.0,2.667,3.6739403974420594e-16,-1.0,,,,28.0,,,,,,
3Q22-transcript-SNOW.pdf,3Q22,hiring,1,1,12,1,14,1,14,3.284247927358863,2.60639253921153,2.265961795098318,0.2776237907047442,1.0322961215160007,2.667,3.6739403974420594e-16,-1.0,,,,,8.0,,,,,
3Q22-transcript-SNOW.pdf,3Q22,aws,0,1,5,1,9,1,9,1.1105408606395577,1.1714794404408648,1.0993542654171153,1.0,0.0,2.667,3.6739403974420594e-16,-1.0,,,,,,32.0,,,,
3Q22-transcript-SNOW.pdf,3Q22,repurchase,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.667,3.6739403974420594e-16,-1.0,,,,,,,0.0,,,
3Q22-transcript-SNOW.pdf,3Q22,iceberg,0,1,5,1,5,1,5,1.7145677062771418,1.2284527342094107,1.0109499212405482,1.0,0.0,2.667,3.6739403974420594e-16,-1.0,,,,,,,,7.0,,
3Q22-transcript-SNOW.pdf,3Q22,partnership,0,1,4,1,4,1,4,0.8815633636004737,0.6901907587961,0.6166077533807599,1.0,0.0,2.667,3.6739403974420594e-16,-1.0,,,,,,,,,1.0,
3Q22-transcript-SNOW.pdf,3Q22,retention,1,1,18,1,27,1,27,3.843268851164627,3.7200847816871554,3.459169496466063,0.19872677527225907,0.1474708745022858,2.667,3.6739403974420594e-16,-1.0,,,,,,,,,,8.0
4Q22-transcript-SNOW.pdf,4Q22,open source,0,1,1,1,1,1,1,0.13541255428345833,0.11720220432386605,0.11471772155921116,1.0,0.0,3.667,-1.0,-4.286263797015736e-16,10.0,,,,,,,,,
4Q22-transcript-SNOW.pdf,4Q22,europe,0,1,9,1,12,1,12,2.039478878799842,1.792013565069945,1.6363909391813674,1.0,0.0,3.667,-1.0,-4.286263797015736e-16,,1.0,,,,,,,,
4Q22-transcript-SNOW.pdf,4Q22,competition,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.667,-1.0,-4.286263797015736e-16,,,0.0,,,,,,,
4Q22-transcript-SNOW.pdf,4Q22,azure,1,1,3,1,6,1,6,0.5471772601658113,0.624061042814752,0.6142560400887962,0.7319748614435471,0.42987641053197206,3.667,-1.0,-4.286263797015736e-16,,,,34.0,,,,,,
4Q22-transcript-SNOW.pdf,4Q22,hiring,1,1,16,1,21,1,21,4.778128701144888,3.8994828317083505,3.3811757855209947,0.15719277586493785,0.42987641053197206,3.667,-1.0,-4.286263797015736e-16,,,,,5.0,,,,,
4Q22-transcript-SNOW.pdf,4Q22,aws,1,1,4,1,9,1,9,0.6825898144492696,0.8786095803306486,0.8794834123336924,0.13072305348983065,1.1821601289629233,3.667,-1.0,-4.286263797015736e-16,,,,,,39.0,,,,
4Q22-transcript-SNOW.pdf,4Q22,repurchase,1,0,0,0,0,0,0,0.0,0.0,0.0,0.027122505663855004,0.32240730789897903,3.667,-1.0,-4.286263797015736e-16,,,,,,,0.0,,,
4Q22-transcript-SNOW.pdf,4Q22,iceberg,0,1,4,1,5,1,5,1.1054086063955784,0.9213395506570581,0.8087599369924385,1.0,0.0,3.667,-1.0,-4.286263797015736e-16,,,,,,,,9.0,,
4Q22-transcript-SNOW.pdf,4Q22,partnership,1,1,3,1,4,1,4,0.5223055665219107,0.517643069097075,0.493286202704608,0.13050545906024805,0.32240730789897903,3.667,-1.0,-4.286263797015736e-16,,,,,,,,,1.0,
4Q22-transcript-SNOW.pdf,4Q22,retention,1,1,14,1,28,1,28,2.6111330438215554,3.067876218736753,2.9913936470931852,0.05128828701985229,1.1821601289629233,3.667,-1.0,-4.286263797015736e-16,,,,,,,,,,8.0
1Q23-transcript-SNOW.pdf,1Q23,open source,0,0,0,1,1,1,1,0.0,0.08790165324289953,0.09177417724736893,1.0,0.0,2.0,-4.898587196589413e-16,1.0,9.0,,,,,,,,,
1Q23-transcript-SNOW.pdf,1Q23,europe,0,1,7,1,12,1,12,1.2380576391630478,1.3440101738024588,1.3091127513450942,1.0,0.0,2.0,-4.898587196589413e-16,1.0,,1.0,,,,,,,,
1Q23-transcript-SNOW.pdf,1Q23,competition,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,-4.898587196589413e-16,1.0,,,0.0,,,,,,,
1Q23-transcript-SNOW.pdf,1Q23,azure,1,1,5,1,10,1,10,1.7726016581129098,1.5792963119966086,1.3876370317523739,0.3937074114578952,0.34831069313827934,2.0,-4.898587196589413e-16,1.0,,,,31.0,,,,,,
1Q23-transcript-SNOW.pdf,1Q23,hiring,1,1,19,1,25,1,25,4.829056454796683,4.035862653666808,3.6011728280981328,0.23454193656936148,0.2322071287588529,2.0,-4.898587196589413e-16,1.0,,,,,5.0,,,,,
1Q23-transcript-SNOW.pdf,1Q23,aws,1,1,12,1,20,1,20,4.5361231741018555,3.714896142433234,3.1682252789906307,0.2555172317097109,0.34831069313827934,2.0,-4.898587196589413e-16,1.0,,,,,,35.0,,,,
1Q23-transcript-SNOW.pdf,1Q23,repurchase,1,1,3,1,3,1,3,1.1843663639952626,0.8334378974141585,0.6721741497610028,0.03220605142873167,0.34831069313827934,2.0,-4.898587196589413e-16,1.0,,,,,,,0.0,,,
1Q23-transcript-SNOW.pdf,1Q23,iceberg,0,1,4,1,5,1,5,0.7737860244769048,0.6910046629927935,0.6470079495939509,1.0,0.0,2.0,-4.898587196589413e-16,1.0,,,,,,,,8.0,,
1Q23-transcript-SNOW.pdf,1Q23,partnership,0,1,5,1,7,1,7,1.4551914725621793,1.2216701992369647,1.0668031119246892,1.0,0.0,2.0,-4.898587196589413e-16,1.0,,,,,,,,,1.0,
1Q23-transcript-SNOW.pdf,1Q23,retention,1,1,17,1,39,1,39,5.412159494670352,5.356846121237813,4.857753466798225,0.0490591963209108,0.9288285150354116,2.0,-4.898587196589413e-16,1.0,,,,,,,,,,9.0
2Q23-transcript-SNOW.pdf,2Q23,open source,0,0,0,1,1,1,1,0.0,0.06592623993217465,0.07341934179789515,1.0,0.0,3.667,1.0,5.51091059616309e-16,10.0,,,,,,,,,
2Q23-transcript-SNOW.pdf,2Q23,europe,1,1,5,1,11,1,12,0.6770627714172917,0.9801949978804578,1.0472902010760752,0.6118053295218148,0.11896264572924102,3.667,1.0,5.51091059616309e-16,,1.0,,,,,,,,
2Q23-transcript-SNOW.pdf,2Q23,competition,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.667,1.0,5.51091059616309e-16,,,6.0,,,,,,,
2Q23-transcript-SNOW.pdf,2Q23,azure,0,1,8,1,12,1,13,2.4251875246742993,1.990097498940229,1.782283775162902,1.0,0.0,3.667,1.0,5.51091059616309e-16,,,,32.0,,,,,,
2Q23-transcript-SNOW.pdf,2Q23,hiring,1,1,17,1,26,1,27,3.7907619423608367,3.554709622721492,3.329054362319175,0.18871262188132404,0.11896264572924102,3.667,1.0,5.51091059616309e-16,,,,,0.0,,,,,
2Q23-transcript-SNOW.pdf,2Q23,aws,1,1,15,1,21,1,23,4.359652585866561,3.563984739296312,3.2067543729535073,0.2578577190325913,0.11896264572924102,3.667,1.0,5.51091059616309e-16,,,,,,37.0,,,,
2Q23-transcript-SNOW.pdf,2Q23,repurchase,1,1,6,1,6,1,6,2.0134228187919465,1.4585163204747773,1.209913469569805,0.06334290930189775,0.35688793718772305,3.667,1.0,5.51091059616309e-16,,,,,,,0.0,,,
2Q23-transcript-SNOW.pdf,2Q23,iceberg,1,1,4,1,5,1,5,0.5416502171338333,0.5182534972445951,0.5176063596751608,0.12096854082051427,0.23792529145848204,3.667,1.0,5.51091059616309e-16,,,,,,,,13.0,,
